Expression,Gene/protein,Expression analysis,Expression value,adj P-value,P-value,Virus,Host,Sample,Condition,Methodology,Approach,Reference
Upregulated,LRPAP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,AK1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HMGCS2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NAPA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ALDH1A2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NUCKS1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ABCE1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,OTUD6B,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PPP1R18,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DNAJC17,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SRSF7,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,STK26,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ATP5MF,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DHX30,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,C5orf51,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MMGT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RBM33,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CCNA2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CD2BP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CHCHD2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,FKBP15,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,LASP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NADSYN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,COTL1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CORO1C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CNOT1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,HCCS,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,AUP1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ARFGAP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CT45A3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CUTA,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,GPN1,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,CYB5R3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PNPO,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,SAR1A,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,TRMT10C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DDX6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NDUFA5,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DHX16,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MCM6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RNF14,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,PIP4K2C,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,DNAJC8,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,METAP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EXOSC6,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,NUDT4,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EIF4A2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,ECI2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EIF2AK2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,BID,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EIF3J,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,EIF4EBP2,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,MIA3,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,RPS27,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
Upregulated,GPHN,Ratio M/L,-,-,-,Dengue (Denv-2), K562 cell line,In vitro,Protein,LC–MS/MS,Proteomic,"Miao M, Yu F, Wang D, et al. Proteomics Profiling of Host Cell Response via Protein Expression and Phosphorylation upon Dengue Virus Infection. Virol Sin. 2019;34(5):549-562. doi:10.1007/s12250-019-00131-2"
